ID,weiboID,commentUID,content,commentTime
716,4, EXO亦鹿有韬,爱你！在那边要好好的！ ,10月3日 10:01 
717,4, 你竟然不知道晴姐s,爱你 ,10月2日 22:24 
718,4, lili_8296,干的漂亮 ,10月2日 21:41 
719,4, sy-vickrys24,mxmdmdm ,10月2日 15:11 
720,4, sy-vickrys24,hsjsms ,10月2日 15:11 
721,4, sy-vickrys24,isjzndd ,10月2日 15:11 
722,4, sy-vickrys24,sndnkd ,10月2日 15:11 
723,4, sy-vickrys24, ,10月2日 15:11 
724,4, sy-vickrys24, ,10月2日 15:11 
725,4, sy-vickrys24, ,10月2日 15:11 
726,4, sy-vickrys24, ,10月2日 15:10 
727,4, 李钟硕迷妹么么哒,回复@捡到一只乔小谦i:我愿意买啥就买啥 ,10月2日 14:49 
728,4, sam徐徐徐徐,回复@用户5311912745:比你高尚 ,10月2日 14:20 
729,4, 滚动的扣扣,哈哈 ,10月2日 11:32 
730,4, 滚动的扣扣, ,10月2日 11:31 
731,4, 咩咩咩i-,回复@A阿怡酱:不啊，真是无聊，正好有人回复我了 ,10月2日 11:19 
732,4, A阿怡酱,回复@咩咩咩i-:？？？你是不是艾斯比 ,10月2日 11:17 
733,4, 咩咩咩i-,回复@A阿怡酱:不说就好了，还回复，真无聊 ,10月2日 11:16 
734,4, A阿怡酱,回复@咩咩咩i-:为什么要支持她爱国？？？？我跟你说个锤子？？？ ,10月2日 11:14 
735,4, 咩咩咩i-,回复@A阿怡酱:为什么要支持她爱国呢，为什么非要支持呢，她没有别人的支持就不爱国了吗 ,10月2日 11:11 
736,4, A阿怡酱,回复@咩咩咩i-:我意思是全中国不该支持她爱国吗 ,10月2日 11:09 
737,4, 咩咩咩i-,回复@A阿怡酱:宋茜没有那么多粉丝。。。。。13亿，是全中国吗？呵 ,10月2日 11:06 
738,4, A阿怡酱,回复@咩咩咩i-:哦？那你的意思是？ ,10月2日 11:05 
739,4, 一路向暖征程,这个是转杨洋的吗？ ,10月2日 02:20 
740,4, 捡到一只乔小谦i,回复@1996嗯呢:你认为oppo是国产的？ 你怎么不买华为？ ,10月2日 01:41 
741,4, 化妆师aidana,专业化妆师！婚期前为新人试妆！欧美化妆品！ ,10月1日 21:24 
742,4, 香罗胜, ,10月1日 19:41 
743,4, 香罗胜,加油 ,10月1日 19:41 
744,4, 华哥睫毛上的雪,听说掉粉四十万，多大点事啊，马上特别关注，让你增粉十六亿！ ,10月1日 13:26 
745,4, SR-Vicky,人家爱国你说假，人家不发这条你又说人家不爱国，到底想怎样，把宋茜逼疯？对不起我们家茜茜不是玻璃心，不要说什么宋茜配不上杨洋，宋茜丑这样的话，请换位思考，宋茜和杨洋的事不需要我们在这评论，说多不益。如果喜欢在宋茜微博下骂宋茜的话，你还不如去看看你家爱豆的微博帮他评论，何必浪费时间呐 ,10月1日 01:28 
746,4, 用户5641442628,大赞 ,9月30日 20:22 
747,4, 邱林帅,好假的说 ,9月30日 01:40 
748,4, 兔云先生,回复@用户lbsefuf16b:？？ ,9月29日 23:18 
749,4, 用户5311912745,拿着美国产的手机说爱国，垃圾，不要脸 ,9月29日 22:25 
750,4, 用户5311912745,装模作样 ,9月29日 22:24 
751,4, 咨询先看朋友圈鱼二,~ ,9月28日 23:03 
752,4, 香罗胜, ,9月28日 22:18 
753,4, 楼多多爱咆哮,我的中国心 ,9月28日 19:03 
754,4, blingbling李公子,回复@钟离诺颜:你这是在给自家偶像招黑 ,9月28日 16:38 
755,4, 霍普润滑油hopeoil, ,9月28日 15:03 
756,4, 小星191949687,支持～ ,9月28日 11:24 
757,4, 花花猪dana_代购,就因为这个宋在韩国遭受了多少唾骂啊？还有其他在韩国发展的中国艺人！真心好样的！支持你！ ,9月28日 03:07 
758,4, 用户lbsefuf16b,这是转杨洋的吗 ,9月27日 14:49 
759,4, sy-vickrys24, ,9月27日 14:45 
760,4, sy-vickrys24, ,9月27日 14:45 
761,4, 李钟硕迷妹么么哒,拿着美国产的手机发中国地图说爱国 ,9月27日 11:20 
762,4, 小怪兽呢呀,回复@钟离诺颜:没有谁配不上谁，管太多 ,9月27日 10:40 
763,4, 潮鞋柜-大魔王,潮鞋点我有惊喜！一手货源 一件代发 ！ ,9月26日 16:57 
764,4, 兔云先生,回复@柏拉图不忧伤01:那你要问公司为什么这么做了宋茜不背这个锅 ,9月25日 23:44 
765,4, 柏拉图不忧伤01,回复@兔云先生:难道杨洋没宋茜火？脑壳有包？ ,9月25日 23:42 
766,4, AB听海,宋茜配不上杨洋 ,9月25日 22:49 
767,4, 青叶飘落的春天, ,9月25日 19:15 
768,4, Fgghjjjhhhj了,爱你 ,9月25日 10:56 
769,4, Fgghjjjhhhj了,爱你 ,9月25日 10:56 
770,4, Fgghjjjhhhj了,爱你 ,9月25日 10:56 
771,4, Fgghjjjhhhj了,加油 ,9月25日 10:56 
772,4, Fgghjjjhhhj了,爱你 ,9月25日 10:56 
773,4, Fgghjjjhhhj了,加油 ,9月25日 10:55 
774,4, Fgghjjjhhhj了,爱你 ,9月25日 10:55 
775,4, 张大妮妮妮妮妮儿,妞，加油啊 ,9月25日 08:53 
776,4, sy-vickrys24, ,9月25日 07:53 
777,4, sy-vickrys24, ,9月25日 07:53 
778,4, sy-vickrys24, ,9月25日 07:53 
779,4, sy-vickrys24, ,9月25日 07:53 
780,4, sy-vickrys24, ,9月25日 07:53 
781,4, sy-vickrys24,净化净化 ,9月25日 07:53 
782,4, sy-vickrys24, ,9月25日 07:52 
783,4, 重庆520陈,(?˙?˙?)憋说话吻我 ,9月24日 13:52 
784,4, 哆啦不曾懂B梦,回复@Boys-TF家族:脑壳有屎？ ,9月24日 12:43 
785,4, sy-vickrys24, ,9月24日 07:50 
786,4, 静默梦魇,宋茜是谁？不认识 ,9月23日 23:45 
787,4, Boys-TF家族,回复@田Dier:宋茜是大日本帝国南朝鲜郡的一位大大的良民。他的日本名叫宝木艹西。 ,9月23日 19:42 
788,4, Boys-TF家族,一个说自己中国话没韩国话说的好的“南朝鲜人” 。竟然转发一个都不能少。笑话。全世界都是你们大寒冥国的。一个国家都不能少…… ,9月23日 19:40 
789,4, 田Dier,爱国的人啊，在韩国待的中国话都不会说了 ,9月23日 16:44 
790,4, 61088016kfvx,中国好姑娘宋茜 ,9月23日 16:02 
791,4, 浅浅曼偷偷懒, ,9月23日 12:30 
792,4, 乐观派-晟涵,用苹果六转发这条说说，不矛盾吗 ,9月23日 07:56 
793,4, 小雨点CZP,好样的 ,9月22日 21:14 
794,4, 丷落小黑丷,回复@口癌少女蓝:不谢 ,9月22日 11:18 
795,4, 于时光匆匆中捕鱼,因为这条微博，路转粉 ,9月22日 09:39 
796,4, MeUuuuuuuu宇宙机智ki, ,9月22日 07:54 
797,4, 繁华不过浮云,不太认识。 ,9月21日 23:33 
798,4, 叶修的媳妇儿,回复@用户6028475204:别，我可没那个福气 ，谢谢。 ,9月21日 22:31 
799,4, 叶修的媳妇儿,回复@丷落小黑丷:你那么了解我家爱豆的黑历史也是难为你了，那么关注她，谢谢了。 ,9月21日 22:29 
800,4, 叶修的媳妇儿,回复@小不着调_71597:我就回复你了怎么 ，全家毙命啊，你还真厉害，风水大师吗，一张嘴就能让人全家十二点死光。骂人的时候麻烦先换一下头像，别给自家爱豆招黑，你喜不喜欢是你的事，我们的爱豆我们护着就好！ ,9月21日 22:28 
801,4, 用户6028475204,回复@口癌少女蓝:跟你也挺像， ,9月21日 22:25 
802,4, 叶修的媳妇儿,回复@用户6028475204:你跟马婊也挺像的尤其是你那张嘴 ,9月21日 22:24 
803,4, 咩咩咩i-,回复@A阿怡酱:抱歉，她还没有能让全中国的人崇拜她，13亿。。呵 ,9月21日 20:29 
804,4, 探路者飛飛,宋人才。??我有个问题问一下。??为什么我女朋友那么崇拜你。以前没搞懂。现在分手了??一样搞不懂， ,9月21日 15:52 
805,4, xxxuumymy,#宋茜##宋茜幻城##宋茜梨落# @宋茜 我爱慕的，是你扬在脸上的自信，是你长在心底的善良，是你融进血里的骨气，是你如清风拂面的温柔，是你刻进命里的坚强，你已经是最好的宋茜，也会是更好的梨落。 ,9月21日 12:44 
806,4, xxxuumymy,别饿着肚子 ,9月21日 12:44 
807,4, xxxuumymy,要吃午饭哦 ,9月21日 12:44 
808,4, xxxuumymy,爱你么么 ,9月21日 12:44 
809,4, GDWIFE-, ,9月21日 10:52 
810,4, JIAN2DADEE, ,9月21日 02:16 
811,4, 小小小姑凉zwh,如此爱国的姑凉，我决定粉你 ,9月20日 21:09 
812,4, 大美人西k西k,回复@i柠七七:不好意思，我们不是在近年才认识的。 ,9月20日 20:48 
813,4, 用户6028475204,跟马荣长得真像 ,9月20日 15:43 
814,4, 丷落小黑丷,回复@fx大发i:不服来辩 ,9月20日 14:50 
815,4, 0319眼缘,回复@丷落小黑丷:没错，他不配杨洋！有些人长得就不讨喜！本来就挺讨厌她，现在不撕两句不爽老子就不是讨厌这货！别他妈来粘我洋的光！回复我的傻狗你们全家活不活当晚十二点，全家毙命！ ,9月20日 13:59 
816,4, fx大发i,回复@丷落小黑丷: ,9月20日 13:12 
817,4, 再不疯狂就开学了i,明星就这么喜欢用外国的手机吗，是为了炫耀吗？ ,9月20日 10:07 
818,4, 咚嘚隆咚强,宋茜我爱你 ,9月20日 09:54 
819,4, 丷落小黑丷,还有和杨洋的绯闻听你否认我就放心了，，，其实真的不认识你啊～～～梨落那样的小说人物你不配 ,9月19日 23:37 
820,4, 丷落小黑丷,回复@AlIzarIn天真无邪:嗯哼～～～那些话不是她说的？ ,9月19日 23:34 
821,4, 丷落小黑丷,1、某人说中文二十多年，说了三年棒子就不会中文了这个梗可以笑三年纳2、好想见中国，日本，"台湾"的粉丝3、指着韩国的桥说这里的桥和外国的一样，，，，，恩这个逼给满分，黑历史请收下，唯一说对的一句话就是一点也不能少 ,9月19日 23:33 
822,4, sunshine懒懒0,我是看了宋茜在INS发声 路转粉??挺 ,9月19日 01:40 
823,5, 最棒的黄景瑜是我爱豆啊,我的妈景瑜我们快想死你了@Johnny黄景瑜 ,7月12日 20:17 
824,5, 弥漫mmy,中国好男儿        @Johnny黄景瑜 ,7月12日 20:47 
825,5, jiaqiqi_qzl,现在连刘梓晨都不想给了 ,7月12日 20:16 
826,5, 阿城子-,爱国爱黄景瑜 ,7月12日 20:16 
827,5, Genug-精神洁癖患者,#黄景瑜# 终于等到你了 @Johnny黄景瑜 中国一点不能少 犯我中华者虽远必诛 ,7月12日 20:17 
828,5, Lucy姐姐就是我好嘛,现在只有国家大事才能给你炸出来了@Johnny黄景瑜 ,7月12日 20:19 
829,5, 刘力瑶,犯我中华者 咱们neng死他！ ,7月12日 20:17 
830,5, 墨雨泱泱,洲是我们的洲！鱼也是我们的鱼！都不给它！ ,7月12日 20:17 
831,5, 蔡婧颖,爱国的瑜终于出现了 ,7月12日 20:17 
832,5, 反正-Vergie,以后去菲律宾是不是不用办签证了，毕竟国内旅游 ,7月12日 20:17 
833,5, 啦啦啦啦Rit,男神快抱紧我 ,10月7日 01:24 
834,5, 黄景瑜的枕头,爱你 ,10月3日 12:33 
835,5, 发烧的黄家女子, ,10月2日 02:34 
836,5, Rd_Juanle, ,9月26日 13:49 
837,5, 用户5762962298,真好有你 ,9月23日 19:15 
838,5, RacyBui,:)) no way! ,9月22日 23:16 
839,5, zsinginging,哈哈 今天跑了5.4公里@Johnny黄景瑜 ,9月22日 20:51 
840,5, 黄其淋H,paceresist ,9月22日 10:22 
841,5, 黎文南_鱼片粥越南_TRAUNON, ,9月21日 20:29 
842,5, 瑜尔袁儿,爱你 想你@Johnny黄景瑜 ,9月21日 00:44 
843,5, 黄boss眼神杀,//@Johnny黄景瑜: ,9月21日 00:21 
844,5, JennyEm,= =！ ,9月20日 21:51 
845,5, zsinginging, ,9月20日 01:17 
846,5, zsinginging,爱国瑜 ,9月20日 01:17 
847,5, zsinginging, ,9月20日 01:17 
848,5, 阿伯家的小狸子,国家那样对你还能这样，赞赏 ,9月16日 21:00 
849,5, 路过你的景, ,9月16日 17:46 
850,5, 路过你的景, ,9月16日 17:46 
851,5, 路过你的景, ,9月16日 17:46 
852,5, 路过你的景, ,9月16日 17:45 
853,5, 路过你的景, ,9月16日 17:45 
854,5, 路过你的景, ,9月16日 17:45 
855,5, 路过你的景, ,9月16日 17:44 
856,5, 路过你的景, ,9月16日 17:44 
857,5, 路过你的景, ,9月16日 13:39 
858,5, 路过你的景, ,9月16日 13:38 
859,5, 路过你的景, ,9月16日 13:38 
860,5, 路过你的景, ,9月16日 13:38 
861,5, 路过你的景, ,9月16日 13:37 
862,5, 路过你的景, ,9月16日 11:06 
863,5, 路过你的景, ,9月16日 11:05 
864,5, 路过你的景, ,9月16日 11:05 
865,5, 路过你的景, ,9月16日 11:04 
866,5, 路过你的景, ,9月16日 11:03 
867,5, 路过你的景, ,9月16日 11:03 
868,5, 路过你的景,开心 ,9月16日 11:02 
869,5, 路过你的景, ,9月16日 11:02 
870,5, 路过你的景, ,9月16日 08:05 
871,5, 路过你的景, ,9月16日 08:01 
872,5, 路过你的景, ,9月16日 08:00 
873,5, 路过你的景, ,9月16日 08:00 
874,5, 路过你的景, ,9月16日 07:59 
875,5, 路过你的景, ,9月16日 07:59 
876,5, 路过你的景, ,9月16日 07:59 
877,5, 路过你的景, ,9月16日 07:59 
878,5, 路过你的景,早上好 ,9月16日 07:59 
879,5, 不幼稚-TY,回复@旅爸爸私人定制国际旅游俱乐部: ,9月16日 01:09 
880,5, 路过你的景,期待电影 ,9月15日 22:16 
881,5, 路过你的景, ,9月15日 22:16 
882,5, 路过你的景,爱你 ,9月15日 22:15 
883,5, 路过你的景, ,9月15日 21:31 
884,5, 路过你的景,中秋节快乐 ,9月15日 21:31 
885,5, 路过你的景, ,9月15日 21:31 
886,5, 路过你的景, ,9月15日 21:31 
887,5, 路过你的景,嗯嗯 ,9月15日 21:31 
888,5, 洲瑜周瑜,中国大陆不能再少了，台湾，蒋介石的余地，希望他的后人心系大陆，与大陆共同进退。 ,9月15日 16:22 
889,5, 瑜我9293,我的瑜，中秋快乐#黄景瑜泽海而行##黄景瑜#@Johnny黄景瑜 //@Johnny黄景瑜: ,9月15日 11:24 
890,5, 路过你的景,节日快乐 ,9月15日 10:46 
891,5, 路过你的景,加油 ,9月15日 10:45 
892,5, 路过你的景, ,9月15日 10:44 
893,5, 路过你的景, ,9月15日 10:43 
894,5, 路过你的景, ,9月15日 10:43 
895,5, 路过你的景, ,9月15日 10:43 
896,5, 路过你的景,加油 ,9月15日 10:43 
897,5, 路过你的景, ,9月15日 10:42 
898,5, 路过你的景, ,9月15日 10:42 
899,5, 路过你的景,中秋节快乐 ,9月15日 10:41 
900,5, 路过你的景,爱你 ,9月15日 10:40 
901,5, 路过你的景, ,9月15日 10:40 
902,5, 焊接起伏David,回复@yuzhou_whale: ,9月14日 12:38 
903,5, 王小靴_851,poolcoda ,9月13日 23:33 
904,5, Livvy315,timehellofortextshoutairport ,9月13日 20:07 
905,5, 就是你喜欢的那个蒙蒙啊, ,9月13日 11:06 
906,5, 爱亮儿的悦悦要亮起来,northgeneralabsentpassivemurdersummary ,9月13日 07:14 
907,5, 高速交警机械师,lessjetperhapsactiverideupwards ,9月12日 08:27 
908,5, 爱因斯坦,remarkgymstanderaserfridgelook ,9月11日 09:11 
909,5, 师匠求科普,thenbattlewarnEuropealmostshoot ,9月10日 09:00 
910,5, 火韦啦,3hthere ,9月9日 18:45 
911,5, Bowemma,foxNegro ,9月9日 12:17 
912,5, 安鳄鱼昂Andy,diskcombbecomearrangedoequip ,9月8日 05:29 
913,5, 749z,爱国鱼 ,9月6日 23:03 
914,5, 旅爸爸私人定制国际旅游俱乐部,回复@不幼稚-TY:开玩笑的啦 不能的 ,9月5日 12:14 
915,5, 安鳄鱼昂Andy,windmendlovementalMrssun ,9月5日 08:43 
916,5, 茶萫飘进心灵的家,pearopen ,9月4日 12:13 
917,5, 不幼稚-TY,回复@旅爸爸私人定制国际旅游俱乐部:这个世界真爱有点污。。。 ,9月3日 06:48 
